NumberCandidates,ProofGenTime,ProofVerTime
10,0.00934758400000002,0.003326887999999917
100,0.08718408799999999,0.016782161999999934
1000,0.9862433719999997,0.1474879420000006
10000,25.003947401000005,3.345329638999999
